R1B2_1,,,R1B2_2,,,R1B2_3,,,R1R2_1,,,R1R2_2,,,R1R2_3,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
,,,,,,19.1,355.5679,1.591587,,,,,,,19.1,342.7792,1.591563
,,,,,,19.11,355.5679,1.592425,,,,,,,19.11,342.8173,1.5924
,,,,,,19.12,355.5648,1.59325,,,,,,,19.12,342.8586,1.593225
,,,,,,19.13,355.5902,1.594075,,,,,,,19.13,342.8682,1.594075
,,,,,,19.14,355.6411,1.594887,,,,,,,19.14,342.8427,1.594912
,,,,,,19.15,355.6855,1.595737,,,,,,,19.15,342.8332,1.59575
,,,,,,19.16,355.7014,1.596563,,,,,,,19.16,342.8586,1.596575
,,,,,,19.17,355.7142,1.597387,,,,,,,19.17,342.8904,1.5974
,,,,,,19.18,355.7364,1.598225,,,,,,,19.18,342.9095,1.598225
,,,,,,19.19,355.7491,1.59905,,,,,,,19.19,342.9349,1.59905
,,,,,,19.2,355.7459,1.599887,,,,,,,19.2,342.9699,1.599875
,,,,,,19.21,355.7269,1.600725,,,,,,,19.21,342.989,1.600688
,,,,,,19.22,355.711,1.60155,,,,,,,19.22,343.0017,1.601512
,,,,,,19.23,355.7269,1.602387,,,,,,,19.23,343.0144,1.60235
,,,,,,19.24,355.7873,1.603212,,,,,,,19.24,343.0303,1.6032
,,,,,,19.25,355.8477,1.604037,,,,,,,19.25,343.0367,1.60405
,,,,,,19.26,355.8731,1.604862,,,,,,,19.26,343.0303,1.604887
,,,,,,19.27,355.8572,1.6057,,,,,,,19.27,343.0367,1.605725
,,,,,,19.28,355.8572,1.606537,,,,,,,19.28,343.0716,1.606562
,,,,,,19.29,355.9113,1.607387,,,,,,,19.29,343.1352,1.607375
,,,,,,19.3,355.9844,1.608238,,,,,,,19.3,343.2178,1.608225
,,,,,,19.31,356.0384,1.609075,,,,,,,19.31,343.2719,1.609062
,,,,,,19.32,356.0575,1.609913,,,,,,,19.32,343.2719,1.6099
,,,,,,19.33,356.0734,1.610737,,,,,,,19.33,343.2369,1.61075
,,,,,,19.34,356.1147,1.61155,,,,,,,19.34,343.2274,1.611587
,,,,,,19.35,356.1656,1.6124,,,,,,,19.35,343.2687,1.612425
,,,,,,19.36,356.1815,1.613238,,,,,,,19.36,343.3228,1.613262
,,,,,,19.37,356.1497,1.614062,,,,,,,19.37,343.38,1.614087
,,,,,,19.38,356.1306,1.6149,,,,,,,19.38,343.4149,1.614913
,,,,,,19.39,356.1401,1.615737,,,,,,,19.39,343.434,1.615737
,,,,,,19.4,356.1656,1.616575,,,,,,,19.4,343.434,1.61655
,,,,,,19.41,356.1846,1.617412,,,,,,,19.41,343.4181,1.617375
,,,,,,19.42,356.2069,1.618237,,,,,,,19.42,343.399,1.6182
,,,,,,19.43,356.2419,1.619062,,,,,,,19.43,343.3831,1.619062
,,,,,,19.44,356.2768,1.619887,,,,,,,19.44,343.3831,1.6199
,,,,,,19.45,356.315,1.620712,,,,,,,19.45,343.4181,1.620737
,,,,,,19.46,356.3563,1.621537,,,,,,,19.46,343.4658,1.621575
,,,,,,19.47,356.3976,1.622362,,,,,,,19.47,343.5198,1.6224
,,,,,,19.48,356.4262,1.623212,,,,,,,19.48,343.5961,1.623225
,,,,,,19.49,356.4326,1.624062,,,,,,,19.49,343.6724,1.62405
,,,,,,19.5,356.4262,1.6249,,,,,,,19.5,343.7328,1.624887
,,,,,,19.51,356.4135,1.625737,,,,,,,19.51,343.7742,1.625725
,,,,,,19.52,356.4072,1.626575,,,,,,,19.52,343.7932,1.626562
,,,,,,19.53,356.439,1.6274,,,,,,,19.53,343.8028,1.6274
,,,,,,19.54,356.4835,1.628225,,,,,,,19.54,343.8091,1.628237
,,,,,,19.55,356.528,1.629062,,,,,,,19.55,343.8282,1.629075
,,,,,,19.56,356.5502,1.6299,,,,,,,19.56,343.8505,1.6299
,,,,,,19.57,356.5629,1.630737,,,,,,,19.57,343.8536,1.630725
,,,,,,19.58,356.5884,1.631575,,,,,,,19.58,343.8536,1.63155
,,,,,,19.59,356.5979,1.632412,,,,,,,19.59,343.8695,1.632387
,,,,,,19.6,356.5852,1.63325,,,,,,,19.6,343.9109,1.633212
,,,,,,19.61,356.5852,1.634075,,,,,,,19.61,343.9363,1.634025
,,,,,,19.62,356.6297,1.634912,,,,,,,19.62,343.9363,1.634862
,,,,,,19.63,356.6901,1.635737,,,,,,,19.63,343.9458,1.635713
,,,,,,19.64,356.7155,1.63655,,,,,,,19.64,343.9808,1.63655
,,,,,,19.65,356.706,1.637375,,,,,,,19.65,344.0094,1.637388
,,,,,,19.66,356.6996,1.6382,,,,,,,19.66,344.0094,1.638225
,,,,,,19.67,356.7219,1.639025,,,,,,,19.67,344.0221,1.639062
,,,,,,19.68,356.7568,1.639862,,,,,,,19.68,344.0571,1.639887
,,,,,,19.69,356.7855,1.640712,,,,,,,19.69,344.1016,1.6407
,,,,,,19.7,356.7918,1.641562,,,,,,,19.7,344.1366,1.64155
,,,,,,19.71,356.7823,1.6424,,,,,,,19.71,344.162,1.642375
,,,,,,19.72,356.7759,1.643225,,,,,,,19.72,344.1779,1.643212
,,,,,,19.73,356.7918,1.644062,,,,,,,19.73,344.1779,1.64405
,,,,,,19.74,356.8427,1.644887,,,,,,,19.74,344.1938,1.644887
,,,,,,19.75,356.9031,1.645725,,,,,,,19.75,344.2319,1.645725
,,,,,,19.76,356.9539,1.646562,,,,,,,19.76,344.2892,1.646562
,,,,,,19.77,356.9794,1.6474,,,,,,,19.77,344.34,1.6474
,,,,,,19.78,356.9984,1.648225,,,,,,,19.78,344.375,1.648225
,,,,,,19.79,357.008,1.649075,,,,,,,19.79,344.375,1.64905
,,,,,,19.8,357.0175,1.649912,,,,,,,19.8,344.3591,1.649875
,,,,,,19.81,357.0302,1.650737,,,,,,,19.81,344.3686,1.650687
,,,,,,19.82,357.0588,1.651575,,,,,,,19.82,344.4195,1.651525
,,,,,,19.83,357.0906,1.6524,,,,,,,19.83,344.4608,1.652375
,,,,,,19.84,357.1097,1.653212,,,,,,,19.84,344.464,1.653225
,,,,,,19.85,357.1256,1.654037,,,,,,,19.85,344.4544,1.654063
,,,,,,19.86,357.151,1.654862,,,,,,,19.86,344.464,1.6549
,,,,,,19.87,357.1701,1.655687,,,,,,,19.87,344.5021,1.655737
,,,,,,19.88,357.1765,1.656525,,,,,,,19.88,344.5498,1.656562
,,,,,,19.89,357.1606,1.657375,,,,,,,19.89,344.607,1.657375
,,,,,,19.9,357.1383,1.658225,,,,,,,19.9,344.6484,1.658225
,,,,,,19.91,357.1288,1.659063,,,,,,,19.91,344.6674,1.65905
,,,,,,19.92,357.1351,1.659887,,,,,,,19.92,344.6865,1.659887
,,,,,,19.93,357.1701,1.660725,,,,,,,19.93,344.7088,1.660738
,,,,,,19.94,357.221,1.66155,,,,,,,19.94,344.7119,1.661575
,,,,,,19.95,357.275,1.662387,,,,,,,19.95,344.7183,1.6624
,,,,,,19.96,357.3227,1.663225,,,,,,,19.96,344.7215,1.663237
,,,,,,19.97,357.3418,1.664063,,,,,,,19.97,344.7342,1.664063
,,,,,,19.98,357.3481,1.664912,,,,,,,19.98,344.7596,1.664887
,,,,,,19.99,357.3577,1.66575,,,,,,,19.99,344.7978,1.665712
,,,,,,20,357.3767,1.666587,,,,,,,20,344.8486,1.666537
,,,,,,20.01,357.4085,1.667412,,,,,,,20.01,344.8709,1.667375
,,,,,,20.02,357.434,1.66825,,,,,,,20.02,344.8645,1.6682
,,,,,,20.03,357.4594,1.669062,,,,,,,20.03,344.89,1.66905
,,,,,,20.04,357.488,1.669887,,,,,,,20.04,344.9503,1.6699
,,,,,,20.05,357.5325,1.670712,,,,,,,20.05,345.0171,1.670738
,,,,,,20.06,357.5579,1.671537,,,,,,,20.06,345.0457,1.671575
,,,,,,20.07,357.5643,1.672375,,,,,,,20.07,345.0553,1.672413
,,,,,,20.08,357.5579,1.673212,,,,,,,20.08,345.0712,1.673225
,,,,,,20.09,357.5452,1.674062,,,,,,,20.09,345.0902,1.674062
,,,,,,20.1,357.5388,1.6749,,,,,,,20.1,345.0902,1.6749
,,,,,,20.11,357.5484,1.675738,,,,,,,20.11,345.0902,1.675725
,,,,,,20.12,357.6088,1.676562,,,,,,,20.12,345.1284,1.676562
,,,,,,20.13,357.701,1.677387,,,,,,,20.13,345.1983,1.6774
,,,,,,20.14,357.79,1.678212,,,,,,,20.14,345.2682,1.678237
,,,,,,20.15,357.8409,1.67905,,,,,,,20.15,345.3,1.679062
,,,,,,20.16,357.8536,1.6799,,,,,,,20.16,345.3032,1.6799
,,,,,,20.17,357.8409,1.680737,,,,,,,20.17,345.3191,1.680725
,,,,,,20.18,357.8313,1.681562,,,,,,,20.18,345.3445,1.68155
,,,,,,20.19,357.8472,1.6824,,,,,,,20.19,345.3732,1.682375
,,,,,,20.2,357.8885,1.683237,,,,,,,20.2,345.4113,1.683187
,,,,,,20.21,357.9235,1.684075,,,,,,,20.21,345.4399,1.684025
,,,,,,20.22,357.933,1.684912,,,,,,,20.22,345.4495,1.68485
,,,,,,20.23,357.9267,1.685737,,,,,,,20.23,345.4304,1.685687
,,,,,,20.24,357.9426,1.686575,,,,,,,20.24,345.4208,1.686525
,,,,,,20.25,357.9744,1.687387,,,,,,,20.25,345.424,1.687375
,,,,,,20.26,357.9998,1.688213,,,,,,,20.26,345.4399,1.688225
,,,,,,20.27,358.0252,1.68905,,,,,,,20.27,345.4495,1.689062
,,,,,,20.28,358.0507,1.6899,,,,,,,20.28,345.4749,1.689887
,,,,,,20.29,358.0634,1.69075,,,,,,,20.29,345.5067,1.690712
,,,,,,20.3,358.0634,1.691587,,,,,,,20.3,345.5448,1.691562
,,,,,,20.31,358.0634,1.692425,,,,,,,20.31,345.6084,1.6924
,,,,,,20.32,358.0634,1.693262,,,,,,,20.32,345.672,1.693225
,,,,,,20.33,358.0856,1.694088,,,,,,,20.33,345.7197,1.694075
,,,,,,20.34,358.1238,1.6949,,,,,,,20.34,345.7387,1.694925
,,,,,,20.35,358.1714,1.695737,,,,,,,20.35,345.7419,1.69575
,,,,,,20.36,358.2064,1.696562,,,,,,,20.36,345.7546,1.696587
,,,,,,20.37,358.2255,1.6974,,,,,,,20.37,345.7801,1.697412
,,,,,,20.38,358.2319,1.698237,,,,,,,20.38,345.8087,1.698237
,,,,,,20.39,358.2319,1.699062,,,,,,,20.39,345.8436,1.69905
,,,,,,20.4,358.2477,1.6999,,,,,,,20.4,345.8786,1.699875
,,,,,,20.41,358.2668,1.700737,,,,,,,20.41,345.9008,1.700687
,,,,,,20.42,358.2859,1.701562,,,,,,,20.42,345.9104,1.701525
,,,,,,20.43,358.3018,1.702387,,,,,,,20.43,345.9136,1.702375
,,,,,,20.44,358.3209,1.703212,,,,,,,20.44,345.9199,1.703212
,,,,,,20.45,358.3431,1.704037,,,,,,,20.45,345.9358,1.704062
,,,,,,20.46,358.3431,1.704862,,,,,,,20.46,345.9708,1.704888
,,,,,,20.47,358.3113,1.7057,,,,,,,20.47,346.0058,1.705725
,,,,,,20.48,358.2923,1.70655,,,,,,,20.48,346.0375,1.70655
,,,,,,20.49,358.3018,1.7074,,,,,,,20.49,346.0662,1.707375
,,,,,,20.5,358.3177,1.70825,,,,,,,20.5,346.0916,1.708212
,,,,,,20.51,358.3272,1.709087,,,,,,,20.51,346.1075,1.709075
,,,,,,20.52,358.3558,1.709912,,,,,,,20.52,346.117,1.7099
,,,,,,20.53,358.4226,1.710737,,,,,,,20.53,346.1234,1.710737
,,,,,,20.54,358.5084,1.711563,,,,,,,20.54,346.1361,1.711587
,,,,,,20.55,358.5784,1.7124,,,,,,,20.55,346.1743,1.712425
,,,,,,20.56,358.6006,1.713237,,,,,,,20.56,346.2092,1.713262
,,,,,,20.57,358.5911,1.714075,,,,,,,20.57,346.2442,1.714087
,,,,,,20.58,358.5943,1.714912,,,,,,,20.58,346.2791,1.714912
,,,,,,20.59,358.6197,1.71575,,,,,,,20.59,346.3205,1.715737
,,,,,,20.6,358.6547,1.716575,,,,,,,20.6,346.3395,1.716563
,,,,,,20.61,358.6769,1.717412,,,,,,,20.61,346.3491,1.717375
,,,,,,20.62,358.6706,1.718237,,,,,,,20.62,346.3554,1.718212
,,,,,,20.63,358.6451,1.719062,,,,,,,20.63,346.3554,1.719062
,,,,,,20.64,358.626,1.719887,,,,,,,20.64,346.3586,1.719912
,,,,,,20.65,358.6356,1.720712,,,,,,,20.65,346.3809,1.72075
,,,,,,20.66,358.6706,1.721525,,,,,,,20.66,346.4063,1.721575
,,,,,,20.67,358.7055,1.722362,,,,,,,20.67,346.4413,1.722412
,,,,,,20.68,358.7151,1.7232,,,,,,,20.68,346.4762,1.723238
,,,,,,20.69,358.7023,1.724037,,,,,,,20.69,346.5176,1.72405
,,,,,,20.7,358.6896,1.724875,,,,,,,20.7,346.5525,1.724887
,,,,,,20.71,358.6896,1.725725,,,,,,,20.71,346.5875,1.725725
,,,,,,20.72,358.7119,1.726563,,,,,,,20.72,346.5907,1.72655
,,,,,,20.73,358.7469,1.7274,,,,,,,20.73,346.578,1.727387
,,,,,,20.74,358.7914,1.728212,,,,,,,20.74,346.5811,1.728225
,,,,,,20.75,358.8232,1.729062,,,,,,,20.75,346.6129,1.72905
,,,,,,20.76,358.8422,1.7299,,,,,,,20.76,346.632,1.729887
,,,,,,20.77,358.8676,1.730725,,,,,,,20.77,346.6288,1.730725
,,,,,,20.78,358.9121,1.731575,,,,,,,20.78,346.6288,1.73155
,,,,,,20.79,358.9694,1.732412,,,,,,,20.79,346.6415,1.732375
,,,,,,20.8,359.0075,1.73325,,,,,,,20.8,346.6574,1.7332
,,,,,,20.81,359.033,1.734087,,,,,,,20.81,346.667,1.734025
,,,,,,20.82,359.0488,1.734925,,,,,,,20.82,346.6733,1.734862
,,,,,,20.83,359.0806,1.73575,,,,,,,20.83,346.6924,1.7357
,,,,,,20.84,359.1188,1.736562,,,,,,,20.84,346.7496,1.736562
,,,,,,20.85,359.1442,1.737387,,,,,,,20.85,346.8259,1.7374
,,,,,,20.86,359.1506,1.7382,,,,,,,20.86,346.8895,1.738238
,,,,,,20.87,359.1506,1.739038,,,,,,,20.87,346.934,1.739062
,,,,,,20.88,359.176,1.739875,,,,,,,20.88,346.9753,1.7399
,,,,,,20.89,359.2205,1.740725,,,,,,,20.89,347.0103,1.740712
,,,,,,20.9,359.2714,1.741575,,,,,,,20.9,347.0453,1.74155
,,,,,,20.91,359.2873,1.7424,,,,,,,20.91,347.0612,1.742387
,,,,,,20.92,359.2714,1.743237,,,,,,,20.92,347.0516,1.743225
,,,,,,20.93,359.2555,1.744062,,,,,,,20.93,347.023,1.744075
,,,,,,20.94,359.2555,1.744875,,,,,,,20.94,347.0103,1.744913
,,,,,,20.95,359.2714,1.745725,,,,,,,20.95,347.0325,1.745737
,,,,,,20.96,359.2809,1.746562,,,,,,,20.96,347.0707,1.746575
,,,,,,20.97,359.2873,1.747387,,,,,,,20.97,347.0961,1.7474
,,,,,,20.98,359.3159,1.748237,,,,,,,20.98,347.1025,1.748225
,,,,,,20.99,359.0139,1.749175,,,,,,,20.99,347.1025,1.74905
,,,,,,21,351.3622,1.750012,,,,,,,21,347.1184,1.749875
,,,,,,21.01,314.2452,1.7508,,,,,,,21.01,347.1375,1.7507
,,,,,,21.02,229.1552,1.7516,,,,,,,21.02,347.1629,1.751537
,,,,,,21.03,120.2488,1.752412,,,,,,,21.03,347.1819,1.752375
,,,,,,21.04,39.74597,1.753225,,,,,,,21.04,347.1978,1.753225
,,,,,,21.05,6.812414,1.754037,,,,,,,21.05,347.2169,1.754062
,,,,,,21.06,0.5340576,1.75485,,,,,,,21.06,347.2551,1.7549
,,,,,,21.07,0.260671,1.755212,,,,,,,21.07,347.2932,1.755737
,,,,,,21.08,0.2193451,1.755325,,,,,,,21.08,347.3441,1.756562
,,,,,,,,,,,,,,,21.09,347.395,1.757387
,,,,,,,,,,,,,,,21.1,347.4395,1.758237
,,,,,,,,,,,,,,,21.11,347.4521,1.759062
,,,,,,,,,,,,,,,21.12,347.4395,1.7599
,,,,,,,,,,,,,,,21.13,347.4267,1.760737
,,,,,,,,,,,,,,,21.14,347.4299,1.761575
,,,,,,,,,,,,,,,21.15,347.4617,1.762412
,,,,,,,,,,,,,,,21.16,347.4998,1.763237
,,,,,,,,,,,,,,,21.17,347.5221,1.764075
,,,,,,,,,,,,,,,21.18,347.5253,1.7649
,,,,,,,,,,,,,,,21.19,347.5316,1.765712
,,,,,,,,,,,,,,,21.2,347.5412,1.766537
,,,,,,,,,,,,,,,21.21,347.5634,1.767362
,,,,,,,,,,,,,,,21.22,347.5761,1.768187
,,,,,,,,,,,,,,,21.23,347.5857,1.769025
,,,,,,,,,,,,,,,21.24,347.6016,1.769875
,,,,,,,,,,,,,,,21.25,347.6238,1.770725
,,,,,,,,,,,,,,,21.26,347.6524,1.771562
,,,,,,,,,,,,,,,21.27,347.6874,1.772388
,,,,,,,,,,,,,,,21.28,347.7383,1.773225
,,,,,,,,,,,,,,,21.29,347.7891,1.77405
,,,,,,,,,,,,,,,21.3,347.8082,1.774887
,,,,,,,,,,,,,,,21.31,347.7987,1.775725
,,,,,,,,,,,,,,,21.32,347.7891,1.77655
,,,,,,,,,,,,,,,21.33,347.805,1.777387
,,,,,,,,,,,,,,,21.34,347.8209,1.778237
,,,,,,,,,,,,,,,21.35,347.8241,1.779075
,,,,,,,,,,,,,,,21.36,347.8304,1.779912
,,,,,,,,,,,,,,,21.37,347.8463,1.780737
,,,,,,,,,,,,,,,21.38,347.8909,1.78155
,,,,,,,,,,,,,,,21.39,347.9513,1.782375
,,,,,,,,,,,,,,,21.4,348.0117,1.7832
,,,,,,,,,,,,,,,21.41,348.0625,1.784025
,,,,,,,,,,,,,,,21.42,348.0784,1.78485
,,,,,,,,,,,,,,,21.43,348.0657,1.7857
,,,,,,,,,,,,,,,21.44,348.0562,1.786537
,,,,,,,,,,,,,,,21.45,348.053,1.787387
,,,,,,,,,,,,,,,21.46,348.0562,1.788225
,,,,,,,,,,,,,,,21.47,348.0911,1.789063
,,,,,,,,,,,,,,,21.48,348.1515,1.789887
,,,,,,,,,,,,,,,21.49,348.2087,1.790712
,,,,,,,,,,,,,,,21.5,348.2342,1.79155
,,,,,,,,,,,,,,,21.51,348.2532,1.792387
,,,,,,,,,,,,,,,21.52,348.2882,1.793225
,,,,,,,,,,,,,,,21.53,348.3295,1.794075
,,,,,,,,,,,,,,,21.54,348.3486,1.794912
,,,,,,,,,,,,,,,21.55,348.355,1.79575
,,,,,,,,,,,,,,,21.56,348.3454,1.796575
,,,,,,,,,,,,,,,21.57,348.3295,1.797412
,,,,,,,,,,,,,,,21.58,348.3359,1.798225
,,,,,,,,,,,,,,,21.59,348.3868,1.799062
,,,,,,,,,,,,,,,21.6,348.4599,1.799887
,,,,,,,,,,,,,,,21.61,348.5362,1.8007
,,,,,,,,,,,,,,,21.62,348.5616,1.801538
,,,,,,,,,,,,,,,21.63,348.5584,1.802375
,,,,,,,,,,,,,,,21.64,348.5584,1.803225
,,,,,,,,,,,,,,,21.65,348.5839,1.804062
,,,,,,,,,,,,,,,21.66,348.622,1.8049
,,,,,,,,,,,,,,,21.67,348.6315,1.805737
,,,,,,,,,,,,,,,21.68,348.6284,1.806562
,,,,,,,,,,,,,,,21.69,348.6315,1.807375
,,,,,,,,,,,,,,,21.7,348.657,1.808212
,,,,,,,,,,,,,,,21.71,348.6824,1.809062
,,,,,,,,,,,,,,,21.72,348.7078,1.809887
,,,,,,,,,,,,,,,21.73,348.7301,1.810725
,,,,,,,,,,,,,,,21.74,348.7555,1.811575
,,,,,,,,,,,,,,,21.75,348.7841,1.8124
,,,,,,,,,,,,,,,21.76,348.8413,1.81325
,,,,,,,,,,,,,,,21.77,348.8954,1.814075
,,,,,,,,,,,,,,,21.78,348.9399,1.8149
,,,,,,,,,,,,,,,21.79,348.9622,1.815725
,,,,,,,,,,,,,,,21.8,348.9558,1.81655
,,,,,,,,,,,,,,,21.81,348.9526,1.817375
,,,,,,,,,,,,,,,21.82,348.9526,1.818213
,,,,,,,,,,,,,,,21.83,348.9558,1.819062
,,,,,,,,,,,,,,,21.84,348.9653,1.819912
,,,,,,,,,,,,,,,21.85,348.9876,1.820762
,,,,,,,,,,,,,,,21.86,349.013,1.8216
,,,,,,,,,,,,,,,21.87,349.048,1.822425
,,,,,,,,,,,,,,,21.88,349.0925,1.82325
,,,,,,,,,,,,,,,21.89,349.1274,1.824062
,,,,,,,,,,,,,,,21.9,349.1497,1.8249
,,,,,,,,,,,,,,,21.91,349.1433,1.825737
,,,,,,,,,,,,,,,21.92,349.1338,1.826562
,,,,,,,,,,,,,,,21.93,349.137,1.8274
,,,,,,,,,,,,,,,21.94,349.172,1.828237
,,,,,,,,,,,,,,,21.95,349.2387,1.829062
,,,,,,,,,,,,,,,21.96,349.2991,1.8299
,,,,,,,,,,,,,,,21.97,349.315,1.830725
,,,,,,,,,,,,,,,21.98,349.2959,1.83155
,,,,,,,,,,,,,,,21.99,349.28,1.832375
,,,,,,,,,,,,,,,22,349.2959,1.8332
,,,,,,,,,,,,,,,22.01,349.315,1.834025
,,,,,,,,,,,,,,,22.02,349.3246,1.834862
,,,,,,,,,,,,,,,22.03,349.3436,1.835712
,,,,,,,,,,,,,,,22.04,349.3754,1.836562
,,,,,,,,,,,,,,,22.05,349.4167,1.837412
,,,,,,,,,,,,,,,22.06,349.4517,1.83825
,,,,,,,,,,,,,,,22.07,349.4771,1.839075
,,,,,,,,,,,,,,,22.08,349.5057,1.8399
,,,,,,,,,,,,,,,22.09,349.5407,1.840725
,,,,,,,,,,,,,,,22.1,349.582,1.841575
,,,,,,,,,,,,,,,22.11,349.6138,1.842412
,,,,,,,,,,,,,,,22.12,349.6393,1.843237
,,,,,,,,,,,,,,,22.13,349.6679,1.844075
,,,,,,,,,,,,,,,22.14,349.6996,1.844912
,,,,,,,,,,,,,,,22.15,349.7124,1.845737
,,,,,,,,,,,,,,,22.16,349.7187,1.846575
,,,,,,,,,,,,,,,22.17,349.7251,1.847412
,,,,,,,,,,,,,,,22.18,349.7346,1.848225
,,,,,,,,,,,,,,,22.19,349.7505,1.84905
,,,,,,,,,,,,,,,22.2,349.7601,1.849875
,,,,,,,,,,,,,,,22.21,349.7537,1.8507
,,,,,,,,,,,,,,,22.22,349.7283,1.851512
,,,,,,,,,,,,,,,22.23,349.7092,1.852362
,,,,,,,,,,,,,,,22.24,349.7187,1.8532
,,,,,,,,,,,,,,,22.25,349.7537,1.85405
,,,,,,,,,,,,,,,22.26,349.8109,1.854887
,,,,,,,,,,,,,,,22.27,349.8554,1.855725
,,,,,,,,,,,,,,,22.28,349.8968,1.85655
,,,,,,,,,,,,,,,22.29,349.9349,1.857375
,,,,,,,,,,,,,,,22.3,349.9762,1.858225
,,,,,,,,,,,,,,,22.31,350.0112,1.859062
,,,,,,,,,,,,,,,22.32,350.0207,1.8599
,,,,,,,,,,,,,,,22.33,350.0334,1.860737
,,,,,,,,,,,,,,,22.34,350.0525,1.861587
,,,,,,,,,,,,,,,22.35,350.0779,1.862425
,,,,,,,,,,,,,,,22.36,350.1034,1.86325
,,,,,,,,,,,,,,,22.37,350.1288,1.864075
,,,,,,,,,,,,,,,22.38,350.1542,1.8649
,,,,,,,,,,,,,,,22.39,350.1797,1.865725
,,,,,,,,,,,,,,,22.4,350.2146,1.866537
,,,,,,,,,,,,,,,22.41,350.2401,1.867362
,,,,,,,,,,,,,,,22.42,350.2433,1.868212
,,,,,,,,,,,,,,,22.43,350.2401,1.869038
,,,,,,,,,,,,,,,22.44,350.2655,1.869887
,,,,,,,,,,,,,,,22.45,350.3195,1.870737
,,,,,,,,,,,,,,,22.46,350.3768,1.871562
,,,,,,,,,,,,,,,22.47,350.3863,1.872387
,,,,,,,,,,,,,,,22.48,350.3799,1.873212
,,,,,,,,,,,,,,,22.49,350.3863,1.874038
,,,,,,,,,,,,,,,22.5,350.4022,1.874887
,,,,,,,,,,,,,,,22.51,350.4054,1.875725
,,,,,,,,,,,,,,,22.52,350.4054,1.87655
,,,,,,,,,,,,,,,22.53,350.4149,1.877387
,,,,,,,,,,,,,,,22.54,350.4403,1.878225
,,,,,,,,,,,,,,,22.55,350.4658,1.879075
,,,,,,,,,,,,,,,22.56,350.4753,1.8799
,,,,,,,,,,,,,,,22.57,350.4753,1.880737
,,,,,,,,,,,,,,,22.58,350.4912,1.88155
,,,,,,,,,,,,,,,22.59,350.523,1.882387
,,,,,,,,,,,,,,,22.6,350.5675,1.883212
,,,,,,,,,,,,,,,22.61,350.6025,1.884037
,,,,,,,,,,,,,,,22.62,350.6247,1.884862
,,,,,,,,,,,,,,,22.63,350.6375,1.885713
,,,,,,,,,,,,,,,22.64,350.6597,1.88655
,,,,,,,,,,,,,,,22.65,350.6724,1.887387
,,,,,,,,,,,,,,,22.66,350.6978,1.888237
,,,,,,,,,,,,,,,22.67,350.7392,1.889075
,,,,,,,,,,,,,,,22.68,350.7741,1.889887
,,,,,,,,,,,,,,,22.69,350.7964,1.890712
,,,,,,,,,,,,,,,22.7,350.8059,1.89155
,,,,,,,,,,,,,,,22.71,350.8314,1.892375
,,,,,,,,,,,,,,,22.72,350.86,1.893212
,,,,,,,,,,,,,,,22.73,350.8759,1.89405
,,,,,,,,,,,,,,,22.74,350.8854,1.894887
,,,,,,,,,,,,,,,22.75,350.9172,1.895725
,,,,,,,,,,,,,,,22.76,350.9426,1.896562
,,,,,,,,,,,,,,,22.77,350.9553,1.8974
,,,,,,,,,,,,,,,22.78,350.9712,1.898212
,,,,,,,,,,,,,,,22.79,350.9808,1.89905
,,,,,,,,,,,,,,,22.8,350.9966,1.899875
,,,,,,,,,,,,,,,22.81,351.0316,1.9007
,,,,,,,,,,,,,,,22.82,351.0888,1.901537
,,,,,,,,,,,,,,,22.83,351.1334,1.902375
,,,,,,,,,,,,,,,22.84,351.1429,1.903237
,,,,,,,,,,,,,,,22.85,351.1334,1.904075
,,,,,,,,,,,,,,,22.86,351.1334,1.904912
,,,,,,,,,,,,,,,22.87,351.1492,1.905737
,,,,,,,,,,,,,,,22.88,351.1747,1.906562
,,,,,,,,,,,,,,,22.89,351.1906,1.907387
,,,,,,,,,,,,,,,22.9,351.1906,1.908225
,,,,,,,,,,,,,,,22.91,351.2033,1.909063
,,,,,,,,,,,,,,,22.92,351.2542,1.9099
,,,,,,,,,,,,,,,22.93,351.2986,1.910737
,,,,,,,,,,,,,,,22.94,351.3304,1.911575
,,,,,,,,,,,,,,,22.95,351.3463,1.912412
,,,,,,,,,,,,,,,22.96,351.3622,1.91325
,,,,,,,,,,,,,,,22.97,351.3845,1.914075
,,,,,,,,,,,,,,,22.98,351.4163,1.9149
,,,,,,,,,,,,,,,22.99,351.4481,1.915725
,,,,,,,,,,,,,,,23,351.4767,1.91655
,,,,,,,,,,,,,,,23.01,351.5116,1.917375
,,,,,,,,,,,,,,,23.02,351.5466,1.918212
,,,,,,,,,,,,,,,23.03,351.5625,1.919075
,,,,,,,,,,,,,,,23.04,351.5688,1.919912
,,,,,,,,,,,,,,,23.05,351.5688,1.92075
,,,,,,,,,,,,,,,23.06,351.5816,1.921587
,,,,,,,,,,,,,,,23.07,351.5975,1.922412
,,,,,,,,,,,,,,,23.08,351.6229,1.923237
,,,,,,,,,,,,,,,23.09,351.6547,1.924062
,,,,,,,,,,,,,,,23.1,351.6897,1.924912
,,,,,,,,,,,,,,,23.11,351.7087,1.925738
