S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déform1[mm];C_1_Déplacement[mm];
319;31.9000166400001;2.97414016723633;0.829699993133545;2.65531706809998;
320;32.00004096;2.98528003692627;0.832400023937225;2.66386127471924;
321;32.1000652800001;2.99208641052246;0.83490002155304;2.67206358909607;
322;32.2000896000002;3.00261497497559;0.837800025939941;2.68031454086304;
323;32.3001139200001;3.00809168815613;0.841099977493286;2.68843555450439;
324;32.40001536;3.01992297172546;0.844600021839142;2.69652390480042;
325;32.5000396800001;3.02821826934814;0.848200023174286;2.70492148399353;
326;32.600064;3.03518414497375;0.851499974727631;2.71336793899536;
327;32.7000883200001;3.04425024986267;0.854300022125244;2.72187948226929;
328;32.8001126400002;3.05727791786194;0.857100009918213;2.73045611381531;
329;32.9000140800001;3.06432342529297;0.859600007534027;2.73860955238342;
330;33.0000384;3.0709171295166;0.862500011920929;2.74689316749573;
331;33.1000627200001;3.08160519599915;0.865599989891052;2.75504684448242;
332;33.20008704;3.08865070343018;0.868799984455109;2.76313519477844;
333;33.3001113600001;3.10005664825439;0.871999979019165;2.77150011062622;
334;33.4000128;3.1051082611084;0.875199973583221;2.78002786636353;
335;33.5000371200001;3.11685967445374;0.877699971199036;2.78853940963745;
336;33.60006144;3.12499523162842;0.880200028419495;2.79706716537476;
337;33.7000857600001;3.13209414482117;0.882499992847443;2.80518817901611;
338;33.8001100800002;3.13871431350708;0.885200023651123;2.81348824501038;
339;33.9000115200001;3.15006685256958;0.888300001621246;2.82147884368896;
340;34.00003584;3.15682005882263;0.891799986362457;2.8296811580658;
341;34.1000601600001;3.16463661193848;0.895299971103668;2.83822536468506;
342;34.20008448;3.17580318450928;0.898500025272369;2.84667158126831;
343;34.3001088000001;3.18766117095947;0.90149998664856;2.85519957542419;
344;34.40001024;3.19382929801941;0.90420001745224;2.86377620697021;
345;34.5000345600001;3.2040388584137;0.906899988651276;2.87202715873718;
346;34.60005888;3.20879793167114;0.909699976444244;2.88032722473145;
347;34.7000832000001;3.21900725364685;0.912899971008301;2.88857841491699;
348;34.80010752;3.22820639610291;0.916299998760223;2.89652013778687;
349;34.9000089600002;3.23480010032654;0.919700026512146;2.9049015045166;
350;35.00003328;3.24527525901794;0.922999978065491;2.91336417198181;
351;35.1000576000001;3.25418210029602;0.925800025463104;2.92192459106445;
352;35.20008192;3.2600576877594;0.928399980068207;2.93045234680176;
353;35.3001062400001;3.27175617218018;0.930800020694733;2.93862223625183;
354;35.40000768;3.28058314323425;0.933600008487701;2.94684076309204;
355;35.5000320000001;3.28972911834717;0.936699986457825;2.95497798919678;
356;35.60005632;3.29483366012573;0.939999997615814;2.96305012702942;
357;35.7000806400001;3.30512285232544;0.943300008773804;2.97152900695801;
358;35.80010496;3.31530570983887;0.946200013160706;2.97999167442322;
359;35.9000064000002;3.32003831863403;0.948899984359741;2.98848700523376;
360;36.00003072;3.32913112640381;0.951499998569489;2.99706363677979;
361;36.1000550400001;3.34284996986389;0.953800022602081;3.00515198707581;
362;36.20007936;3.34771537780762;0.956499993801117;3.01322412490845;
363;36.3001036800001;3.35497379302979;0.95959997177124;3.02144265174866;
364;36.4000051200001;3.36667203903198;0.962800025939941;3.02948212623596;
365;36.5000294400002;3.37507367134094;0.966199994087219;3.03789615631104;
366;36.60005376;3.38012504577637;0.969399988651276;3.04648900032043;
367;36.7000780800001;3.38913822174072;0.972199976444244;3.05501675605774;
368;36.8001024;3.39902853965759;0.974900007247925;3.06362581253052;
369;36.9000038400002;3.40761613845825;0.977299988269806;3.07156777381897;
370;37.0000281600001;3.41519355773926;0.980599999427795;3.08009552955627;
371;37.1000524800002;3.42340898513794;0.984000027179718;3.08824896812439;
372;37.2000768;3.43316650390625;0.98769998550415;3.09645128250122;
373;37.3001011200001;3.43944096565247;0.991500020027161;3.10486531257629;
374;37.4000025600001;3.44890594482422;0.995100021362305;3.11342549324036;
375;37.5000268800002;3.46049809455872;0.998399972915649;3.1219208240509;
376;37.6000512000001;3.46679902076721;1.00160002708435;3.13053011894226;
377;37.7000755200002;3.47458910942078;1.00440001487732;3.13873243331909;
378;37.80009984;3.4879093170166;1.00750005245209;3.14691829681396;
379;37.9000012800002;3.493492603302;1.01110005378723;3.15508818626404;
380;38.0000256000001;3.50003290176392;1.01470005512238;3.16302990913391;
381;38.1000499200002;3.50928521156311;1.01870000362396;3.17142772674561;
382;38.20007424;3.51691579818726;1.02230000495911;3.17990660667419;
383;38.3000985600002;3.52568960189819;1.02550005912781;3.18848323822021;
384;38.4000000000001;3.5358989238739;1.02839994430542;3.1969621181488;
385;38.5000243200002;3.54180145263672;1.03110003471375;3.20513200759888;
386;38.6000486400001;3.55009651184082;1.03419995307922;3.21333432197571;
387;38.7000729600002;3.55948185920715;1.03779995441437;3.2215690612793;
388;38.80009728;3.56767058372498;1.04149997234344;3.22962498664856;
389;38.9001216000001;3.5789966583252;1.04530000686646;3.23810386657715;
390;39.0000230400001;3.58354306221008;1.04869997501373;3.24656653404236;
391;39.1000473600002;3.59391212463379;1.0518000125885;3.25507807731628;
392;39.2000716800001;3.60295176506042;1.0547000169754;3.26358962059021;
393;39.3000960000002;3.61108732223511;1.05739998817444;3.27164554595947;
394;39.40012032;3.61784052848816;1.06060004234314;3.27979898452759;
395;39.50002176;3.62711930274963;1.06420004367828;3.28806638717651;
